id	Ajap1	Ajap10	Ajap100	Ajap101	Ajap102	Ajap103	Ajap104	Ajap105	Ajap106	Ajap107	Ajap108	Ajap11	Ajap12	Ajap14	Ajap15	Ajap16	Ajap17	Ajap18	Ajap2	Ajap20	Ajap21	Ajap22	Ajap23	Ajap24	Ajap25	Ajap26	Ajap27	Ajap28	Ajap29	Ajap3	Ajap30	Ajap31	Ajap32	Ajap33	Ajap34	Ajap35	Ajap36	Ajap37	Ajap38	Ajap39	Ajap40	Ajap41	Ajap42	Ajap43	Ajap44	Ajap45	Ajap46	Ajap49	Ajap5	Ajap50	Ajap51	Ajap52	Ajap53	Ajap54	Ajap55	Ajap56	Ajap57	Ajap58	Ajap59	Ajap60	Ajap61	Ajap63	Ajap64	Ajap65	Ajap66	Ajap67	Ajap68	Ajap69	Ajap70	Ajap72	Ajap73	Ajap74	Ajap75	Ajap77	Ajap78	Ajap8	Ajap80	Ajap81	Ajap82	Ajap83	Ajap84	Ajap85	Ajap86	Ajap89	Ajap9	Ajap90	Ajap91	Ajap92	Ajap93	Ajap94	Ajap95	Ajap96	Ajap97	Ajap98	Ajap99
142	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	na	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	na	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A
143	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	na	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	na	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	na	A:A	A:B	A:B	A:B
144	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	na	A:B	A:B
145	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	na	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	na	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B
146	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B
147	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B
148	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B
149	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	na	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	na	A:A	A:B	A:A	A:A	A:B	A:B	na	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B
150	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	na	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B
151	A:B	na	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	na	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	na	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B
152	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	na	A:B	na	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A
153	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	na	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A
154	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	na	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B
155	na	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	na	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	na	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A
156	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A
157	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B
158	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A
159	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	na	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B
160	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A
161	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	na	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A
162	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	na	A:B	A:A	A:A	A:A	A:B	na	A:B	A:B	na	A:A	A:A	A:B	A:B	A:B	A:A	A:A	na	A:B	A:A	na	A:B	na	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	na	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B
163	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B
164	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A
165	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	na	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	na	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A
166	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	na	na	na	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A
167	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	na	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B
168	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	na	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A
169	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	na	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	na	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B
170	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A
171	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B
172	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	na	na	na	na	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	na	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B
173	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	na	na	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B
174	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	na	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A
175	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	na	A:A	A:B	A:A	A:A	A:A	na	na	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B
176	na	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	na	A:A	A:A	A:B	na	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	na	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B
